1000,0.23036237,0.39650437
2000,0.19454683,0.40557846
3000,0.17553274,0.4339026
4000,0.16891856,0.45880136
5000,0.20517471,0.416459
6000,0.20096056,0.41172987
7000,0.2202221,0.3658393
8000,0.20406257,0.40983042
9000,0.21284012,0.35961565
10000,0.21422563,0.3906518
11000,0.21132016,0.42414877
12000,0.21098833,0.39868313
13000,0.22273706,0.3442252
14000,0.19787264,0.35586107
15000,0.22342263,0.37112933
16000,0.21426335,0.3872325
17000,0.21717194,0.36900076
18000,0.22176121,0.37512276
19000,0.212942,0.36218473
20000,0.22767429,0.40146205
21000,0.21817379,0.3930244
22000,0.22860351,0.35223576
23000,0.22280863,0.3342515
24000,0.2222059,0.37129304
25000,0.22192998,0.36454126
26000,0.23912115,0.3629836
27000,0.21193175,0.34321654
28000,0.21160653,0.3634882
29000,0.21741198,0.3440075
30000,0.21891546,0.360995
31000,0.22797337,0.3393755
32000,0.22001015,0.34852368
33000,0.21356349,0.39248618
34000,0.21250863,0.35711986
35000,0.21926343,0.35389993
36000,0.23854712,0.35328355
37000,0.22892551,0.3575225
38000,0.22421248,0.36238405
39000,0.22627385,0.36585277
40000,0.21815608,0.34631932
41000,0.22457401,0.36479864
42000,0.22502828,0.32976452
43000,0.2084434,0.35356554
44000,0.21145895,0.353254
45000,0.22334658,0.37601984
46000,0.22240214,0.35132322
47000,0.21926172,0.33004484
48000,0.20903814,0.36320198
49000,0.20427647,0.38206035
50000,0.20699754,0.40612546
51000,0.19672684,0.35501763
52000,0.19758922,0.37811652
53000,0.20726894,0.41211033
54000,0.20844379,0.40144378
55000,0.19935283,0.437853
56000,0.18634781,0.39531413
57000,0.20564938,0.41872698
58000,0.18504493,0.37754586
59000,0.18831728,0.39348188
60000,0.19783106,0.4079833
61000,0.19515248,0.41285744
62000,0.18805467,0.462313
63000,0.18725167,0.43348923
64000,0.1795868,0.41867962
65000,0.17455046,0.44082952
66000,0.18940367,0.41896686
67000,0.16989832,0.46916172
68000,0.17724298,0.4356938
69000,0.18081254,0.46888348
70000,0.17352895,0.47672445
71000,0.1700734,0.46338406
72000,0.18303238,0.4697813
73000,0.15973715,0.49203333
74000,0.17373863,0.501104
75000,0.15325443,0.5014133
76000,0.16505708,0.47893143
77000,0.15941408,0.5188131
78000,0.15892565,0.5265212
79000,0.16852997,0.52609444
80000,0.16223072,0.50727147
81000,0.14761658,0.51420027
82000,0.16043006,0.56969523
83000,0.14651847,0.52283996
84000,0.14193729,0.54258007
85000,0.15140091,0.51097375
86000,0.14525528,0.57084244
87000,0.14189962,0.5330171
88000,0.14038154,0.58615345
89000,0.14497785,0.5573317
