3125,0.06679287827253812,0.06746430150583708,0.466,0.449
6251,0.0617626687591626,0.06279607141526265,0.528,0.503
9377,0.05748142956276986,0.06074790151622639,0.565,0.522
12503,0.05411327273911987,0.0599267024021422,0.592,0.532
15629,0.051416450686328254,0.0582286230306223,0.616,0.551
18755,0.05017420583090152,0.059362104122765255,0.626,0.539
21881,0.047453220967310326,0.058448804692814486,0.655,0.544
25007,0.045687683808597265,0.05791723528642283,0.672,0.554
28133,0.043069128651987816,0.057898593425250326,0.693,0.557
31259,0.04223937422313927,0.058446963802460394,0.694,0.56
34385,0.039401018833781686,0.0572733921204489,0.728,0.571
37511,0.03883785958685023,0.057996603183814055,0.732,0.563
40637,0.037864127176033165,0.05799653522250731,0.74,0.568
43763,0.035437808808543525,0.057645855514076604,0.75,0.564
46889,0.03481279207551208,0.05791318324545357,0.763,0.553
50015,0.032700377555532095,0.05760510152603706,0.775,0.572
53141,0.03179760818717096,0.05799255184509075,0.789,0.577
56267,0.030674692991797325,0.05838857739552875,0.789,0.563
59393,0.028753920845717294,0.058231359742356686,0.804,0.569
62519,0.028070403280742194,0.05839615515139609,0.821,0.568
65645,0.026063828573430994,0.05856628033580431,0.833,0.56
68771,0.025202523505931714,0.058931267253977106,0.828,0.56
71897,0.024209282864687653,0.05866901609706526,0.841,0.563
75023,0.02249351491948158,0.05959064690216821,0.859,0.574
78149,0.021095236204900992,0.05957757085071705,0.869,0.561
81275,0.0200740770889873,0.06036872059832692,0.875,0.554
84401,0.020062090693547443,0.058521184261484234,0.869,0.576
87527,0.019173632777824478,0.05948069705520657,0.889,0.567
90653,0.017876619570628978,0.059041791398500756,0.898,0.576
93779,0.018308452388313207,0.06032575129948141,0.884,0.568
96905,0.016353554364667743,0.06065934127089042,0.905,0.561
100031,0.016120007690301173,0.06151008699805548,0.904,0.562
103157,0.015324160486476565,0.060313602094927705,0.916,0.563
106283,0.014514212857039133,0.06084880381470223,0.915,0.564
109409,0.014464227374633007,0.06189226770571241,0.908,0.55
112535,0.0129408308743142,0.061282860741116225,0.934,0.564
115661,0.01239974197387636,0.06094340683586533,0.934,0.563
118787,0.012032426436073171,0.06102833010827598,0.931,0.569
121913,0.011217496537222515,0.06071452163147194,0.937,0.563
125039,0.01021368696474879,0.06097016325230736,0.941,0.564
128165,0.009471957052491028,0.06111825059923302,0.947,0.573
131291,0.00923899842215977,0.062491877849794195,0.95,0.557
134417,0.00850736446073458,0.06183906547300916,0.956,0.564
137543,0.008321823074437852,0.06268630059803508,0.953,0.563
140669,0.007888093166589942,0.0638338221361475,0.958,0.543
143795,0.007109491655958077,0.06142581898997869,0.97,0.57
146921,0.007025148471214664,0.06269471384526307,0.964,0.568
150047,0.0073240009465241375,0.06210113142857469,0.96,0.565
153173,0.00666877104921452,0.06257427043080734,0.966,0.563
156299,0.00543928655830589,0.061992101965207554,0.978,0.572
159425,0.00560190414183004,0.06230714575209722,0.98,0.564
162551,0.00519948291917854,0.06311214867653604,0.98,0.563
165677,0.004884068727324265,0.062450240343216,0.979,0.571
168803,0.004948074932756872,0.06326862362737934,0.981,0.557
171929,0.004659413018853548,0.06325241692049026,0.981,0.561
175055,0.004373493409865389,0.06289742109172403,0.984,0.567
178181,0.0041645739094665,0.06259717636833069,0.986,0.568
181307,0.004208951868083376,0.06282806178901622,0.983,0.572
184433,0.0038673680644141393,0.06272193553715029,0.986,0.57
187559,0.003805773321349426,0.06256643500027956,0.989,0.571
190685,0.0036723234495745815,0.06240967923912112,0.989,0.565
193811,0.0036440623078798696,0.06239072060280889,0.99,0.565
196937,0.003590561640124067,0.06252637094962454,0.989,0.57
