3750,0.005806008892845816,0.004909436145596165,0.963,0.968
7501,0.0044330927680186726,0.0038866335824072253,0.971,0.971
11252,0.0029133009109991452,0.0026391886177561472,0.981,0.983
15003,0.0029849054684660957,0.0036307025235304763,0.98,0.974
18754,0.0019216870206021134,0.0020527328663206895,0.986,0.986
22505,0.0019681728808767134,0.0026199140586601207,0.986,0.983
26256,0.0010243618589125577,0.0021986207159454068,0.995,0.987
30007,0.0011800660303270735,0.0021890038958886373,0.994,0.984
33758,0.0010772961899290694,0.0023935177959140833,0.994,0.984
37509,0.0007620343664574065,0.002496794821323583,0.996,0.986
41260,0.0010253485901944995,0.0027105495165737543,0.994,0.984
45011,0.0007314979555583329,0.002185744909354251,0.997,0.987
48762,0.0006822467744270124,0.0028545932884866303,0.996,0.982
52513,0.0004525116651605181,0.0023452883549248617,0.998,0.986
56264,0.0005247737266794583,0.002732074148893801,0.996,0.983
60015,0.000301559919732872,0.002563859450540211,0.997,0.984
63766,0.0005686488006541652,0.002510133051640305,0.997,0.985
67517,0.0007101155457343449,0.0028050026650715872,0.995,0.983
71268,0.00042033893173033804,0.0025395843765855432,0.998,0.982
75019,0.00035237149642401537,0.002595643935379987,0.999,0.983
78770,0.00042611894495151955,0.002568436210392216,0.997,0.985
82521,0.0006310449669064169,0.0022465134773182365,0.995,0.986
86272,0.00014474269972349337,0.002555665756085436,1.0,0.984
90023,0.00020167264240210811,0.002555197127445254,0.999,0.985
93774,0.0001497998151722487,0.0026875339337644262,0.998,0.985
97525,0.0001063033775595136,0.002558931240114208,1.0,0.985
101276,0.00033631327663805424,0.0024401528935359476,0.996,0.987
105027,0.0001923169933812477,0.0023919201289140228,0.999,0.986
108778,9.576172576592373e-05,0.0023474220087355314,1.0,0.985
112529,7.29556254042722e-05,0.0029838515190317104,1.0,0.983
116280,1.4130018793718408e-05,0.0025326151682686132,1.0,0.985
120031,1.382071581868129e-05,0.0028028764002825265,1.0,0.983
123782,6.048942365457247e-05,0.0020003970159742377,1.0,0.988
127533,9.743340675351074e-05,0.0018297202793946732,0.999,0.987
131284,8.739833995980117e-05,0.0020433475908399356,0.999,0.988
135035,8.485685254977453e-05,0.002151058400432289,1.0,0.988
138786,2.7054760718732075e-05,0.0026849252775722745,1.0,0.985
142537,4.1319175246568215e-05,0.002175187787679142,1.0,0.988
146288,1.1211469636858965e-06,0.002384646017950136,1.0,0.987
150039,1.2171013462535634e-05,0.0019265315299384419,1.0,0.989
153790,3.6198736380210858e-06,0.0017749811095032339,1.0,0.991
157541,5.507100395404285e-08,0.0018435600191705301,1.0,0.987
161292,3.225920389682724e-06,0.001894532719093313,1.0,0.989
165043,4.218721593325751e-06,0.0022998885740123623,1.0,0.985
168794,1.1506021243988637e-05,0.001735883658221536,1.0,0.99
172545,1.2662615757765093e-06,0.0020248408645300317,1.0,0.987
176296,1.992350868908898e-06,0.002052366776378337,1.0,0.988
180047,5.396364598004516e-07,0.0022342442079682483,1.0,0.987
183798,1.2663894662896592e-06,0.0020855846844610245,1.0,0.988
187549,2.5084900973551334e-07,0.0021535849310549923,1.0,0.988
191300,1.522128324097637e-07,0.001947379509643725,1.0,0.989
195051,1.5015392482421483e-07,0.002030401712825063,1.0,0.987
198802,1.8871427897812165e-07,0.002035012324657896,1.0,0.988
